,speaker,language,word,t1,t2,cog,sd,skew,kurtosis,db_d,db_v,burst_time,db_ratio,db_diff
1417,S03,Spanish,DORMIDA,585.9099351541457,585.9398671269349,750.3233088931444,1987.1246772741706,8.598407602044281,75.97398236411208,30.49889578098727,30.354534609775456,585.9474092970522,1.0047558354317618,0.1443611712118127
1427,S03,Spanish,DOMINIO,588.0058916275399,588.0557782488551,8181.60379022003,7806.122636326378,0.36498138429092275,-1.5465404629569492,18.506008654207182,30.71110716426106,588.0283276643992,0.602583571970433,-12.205098510053876
1459,S03,Spanish,DESARROLLAR,602.4772597568307,602.537123702409,3796.646346036126,5140.0678159833515,1.79434630721705,2.942312793719511,21.86676943913365,27.10006930748662,602.5096882086168,0.8068897976247157,-5.233299868352972
1519,S03,Spanish,DIRECTORIO,623.7946227033658,623.844509324681,3400.6870083034464,5925.812456980186,2.034341982664327,2.7647144919137006,19.543156831565067,29.45338640748715,623.8220578231293,0.6635283481901127,-9.910229575922084
1552,S03,Spanish,DECENTE,632.0704060254151,632.1302699709934,3578.770181645487,4832.933476768477,2.1741099817152354,4.146969939657932,23.37536073845037,34.14407752886596,632.1028401360545,0.6846095261671211,-10.768716790415585
1562,S03,Spanish,DECORADO,634.3357982782517,634.3757075753037,3041.8677253409096,5060.291787810415,2.3330044865761144,4.446366141824129,22.72734975674551,32.819079478721854,634.3582482993198,0.6925041810353247,-10.091729721976343
1581,S03,Spanish,DECLARATORIO,639.1617655332292,639.2216294788074,6644.84310318044,6620.809333654506,0.8160231831202793,-0.6859644119198238,19.510705619350873,29.517793793612192,639.1942006802722,0.6609811612537619,-10.00708817426132
1596,S03,Spanish,DESACELERAR,642.6307272606132,642.6806138819284,4343.000132063957,5593.999489574387,1.771525694308579,2.0962213093769693,21.014892869053345,31.886634944968684,642.6531802721089,0.6590501915715391,-10.87174207591534
1619,S03,Spanish,DESCENTRALIZAR,649.1220672232199,649.1719538445351,6881.868809047626,6485.366382243732,0.6555545454833227,-0.9959830826091207,21.395378399135122,30.28568943799954,649.1445181405896,0.7064517531600347,-8.890311038864418
1636,S03,Spanish,DEBATE,652.3021360505522,652.3520226718674,7529.294283606962,7511.022478644825,0.509230598361508,-1.2738481305592013,17.759763717730486,31.99511728864254,652.3195861678005,0.5550773125008908,-14.235353570912054
1659,S03,Spanish,DOMINADOR,656.9693020896937,657.0092113867458,3713.323011019722,5844.946769969821,1.6605673360677662,1.3941652398389426,22.924537311574763,32.5426663318057,656.9917630385488,0.7044455754742315,-9.618129020230935
1671,S03,Spanish,DULCE,659.3649377756162,659.4048470726684,3140.2529162282253,5415.985092706793,2.372027444581678,4.415434776537033,21.518286239603196,32.17185660663046,659.3923866213153,0.668854350021204,-10.653570367027267
1690,S03,Spanish,DOTE,664.2854179094311,664.3353045307463,3334.565645889554,5319.758050174834,2.102217036585639,3.377289229243508,21.527234430908067,34.71143806919964,664.3128514739229,0.6201769684100107,-13.18420363829157
1707,S03,Spanish,DIFERIR,670.1619701080655,670.2118567293807,2910.0203274063315,4406.851932424413,2.733869717440222,7.522263093006476,23.732780635170563,22.643614494828228,670.1944047619048,1.0481003658047217,1.0891661403423356
1725,S03,Spanish,DIVULGAR,674.6973414674883,674.7372507645405,2888.742116169797,5754.910080378629,2.4733915536812243,4.633797639868008,20.16350182073413,26.095529286406997,674.7197902494331,0.7726803162117573,-5.932027465672867
1736,S03,Spanish,DEFOLIAR,676.7785567062759,676.808488679065,8846.825180744105,9026.466526029306,0.3186363868089609,-1.7674418009649677,14.490898760567877,31.737029100470316,676.7860260770976,0.4565927930649669,-17.24613033990244
2,S06,English,DEBRIEFING,4.3282,4.378,937.9362592812356,1834.0146426419037,4.283622657008512,23.218786038044502,59.62634140959993,61.16885749503786,4.3655952380952385,0.9747826565901928,-1.5425160854379314
13,S06,English,DEVICE,6.464412392457172,6.561160112142756,2276.5018234794993,2593.104360521021,2.402435929431655,7.208123126309943,54.32771712898039,61.44068410439675,6.540289115646258,0.8842303421731049,-7.112966975416363
21,S06,English,DECIBEL,12.9574,13.005695033141238,809.3137784910099,1320.1985542246878,5.994820670301713,48.963682050963136,58.026178860886084,74.08864857995223,12.989053287981857,0.7831993155910726,-16.06246971906615
30,S06,English,DYNAMIC,19.7473,19.854520479768148,1644.111551751819,2404.8725516919885,3.475906657974913,15.067077675454094,54.86254449523136,73.89834702780044,19.83340702947846,0.7424055706495324,-19.03580253256908
40,S06,English,DECENTRALIZED,32.7646,32.7945,838.9835191525538,1635.4926069283342,4.037258854770052,19.181083805981853,54.38148187785893,65.16958293354521,32.78204648526077,0.8344611002545906,-10.788101055686283
64,S06,English,DEAMON,60.8193,60.8891,2198.550468659377,2169.9625943973774,1.987140538263407,5.771392039298409,57.243948665463755,60.890431987349075,60.861695011337865,0.9401140178699515,-3.64648332188532
72,S06,English,DECLARATORY,67.0691,67.129,1532.3466860663636,2555.314339971289,2.8853020377902543,8.885280987414074,57.10411207331865,55.44802488110986,67.1065476190476,1.0298673793297368,1.656087192208794
86,S06,English,DECORUM,75.1402,75.22,3854.428639131799,4036.596510066731,1.0216579071802512,0.19855985833641565,53.37120432202383,56.87949910583949,75.18760204081633,0.9383205752693506,-3.508294783815664
96,S06,English,DEBATE,80.49391644449824,80.5608956350498,1145.7659516370363,1780.389375114636,3.56135592179206,17.45696852849134,56.44829155855423,65.95707029962004,80.53990362811791,0.8558338219409878,-9.508778741065811
103,S06,English,DEFLOWER,87.9539,88.0537,1610.0411335971532,1727.6102984992856,2.1844563457413697,8.404430254132048,51.18809236965345,60.932939969034045,88.03129818594104,0.8400725846425119,-9.744847599380599
111,S06,English,DARK,93.5056,93.7051,8689.154121575022,3731.497196915018,-0.469473892852168,-0.6406233049109082,56.53738337502452,74.48640409465091,93.6678514739229,0.7590295713991198,-17.94902071962639
117,S06,English,DAMAGE,95.3499,95.49516958815683,7169.95065437445,4392.12334910608,0.06791921874064646,-1.032329230545275,57.90337007708472,78.47823324427304,95.46503968253967,0.7378271360525338,-20.57486316718832
125,S06,English,DANCE,106.2125,106.3323,4161.7669311127265,4013.9406770628466,1.2555123631584457,0.7220616765169905,56.43217868065874,77.15382203704083,106.29489229024942,0.7314242793256072,-20.72164335638209
132,S06,English,DABBLE,109.0069,109.0668,5166.976380689749,4693.813734324195,0.776207683947286,-0.6599787787827291,54.96513674466313,77.61479453401886,109.03434807256235,0.7081786027349682,-22.64965778935573
139,S06,English,DOMAIN,110.8127,110.8585788804918,1559.4660710380022,2544.9714352898886,3.0814997880030144,9.672792161297231,59.70999462189272,74.49457302937154,110.8381462585034,0.8015348258771872,-14.784578407478818
147,S06,English,DIAL,112.6218,112.73142006914894,4639.3974692659185,4129.491566934549,0.7218304889046313,-0.47289885724933445,56.4783783314906,74.63285450831586,112.69910997732426,0.7567495401800233,-18.154476176825256
155,S06,English,DASHBOARD,118.0488,118.2026668159859,1141.750053501988,1961.1080068909293,4.095978993345285,19.694267364543446,63.32256514902126,73.45670598635769,118.18573696145125,0.8620392692367864,-10.134140837336432
165,S06,English,DEVELOP,126.0533,126.0933,1519.8493594286138,2141.3649377888114,2.8908865808322908,10.751090045865212,55.32899431631198,63.52280321120884,126.07829931972789,0.8710099605073626,-8.193808894896861
174,S06,English,DOT,133.6215,133.7213,2621.0341934631006,2959.087711171023,2.5154401230163916,6.584985276214409,56.61423955613237,78.87659549343964,133.69889455782314,0.7177571395160065,-22.26235593730727
179,S06,English,DECENTERED,137.5719,137.6218,2415.076031294875,3367.812179166201,2.162120442297397,4.582077222244998,54.60384509021925,58.86013827559292,137.60434807256235,0.927688019259401,-4.256293185373664
189,S06,English,DEBUG,139.3084,139.3683,1021.8984450045592,1733.561207776729,3.83716818814822,20.650350455260284,54.10693513511297,62.528081957628785,139.34584467120186,0.8653221631166892,-8.421146822515816
197,S06,English,DEARTH,146.44304652954207,146.63488816173913,3930.6600614943213,3510.7356681653523,1.9530851806464826,3.5287997140243963,50.988361730696205,77.86102214812475,146.55396825396824,0.654863760119854,-26.87266041742854
203,S06,English,DANGLY,150.9332,151.0529,4126.73278583501,4667.832100450538,1.1309763946210774,-0.04039628737568002,52.73847782838765,76.62538756618564,151.02554988662132,0.6882637661419262,-23.886909737797986
212,S06,English,DISTRIBUTED,154.0035,154.0534,4738.884279839733,4918.605072940471,0.4993599544543204,-1.405652315691627,53.52784608356502,69.24273333627043,154.02594671201814,0.7730464050806944,-15.714887252705417
236,S06,English,DETECT,160.4623,160.572,5373.234259754416,4389.944851991878,0.5587348287122013,-0.5898814355284716,51.44342455850973,55.97885620767724,160.54964285714286,0.9189795584186036,-4.535431649167506
245,S06,English,DOCK,166.5368,166.6266,3175.062637847732,3263.5271089953344,2.1959828666177237,4.6404714340272095,50.908074781693166,74.66687690541676,166.60420068027213,0.6818026532190474,-23.75880212372359
249,S06,English,DECOY,169.3143,169.3642,1921.0683835663883,2032.5861353199423,2.621598464890371,10.57201845992172,54.62440370434307,56.89522658794032,169.35175170068027,0.9600876379306206,-2.270822883597255
256,S06,English,DAD,170.8093,170.939,4011.291521974817,3942.4205643925493,1.6062635440987911,1.6396528002976316,52.5530297778323,75.05550233165599,170.89664965986393,0.7001889021488452,-22.502472553823686
262,S06,English,DUPLICATE,172.1511,172.2409,2835.0555948918836,2687.023224844207,1.6679971168315535,3.7105211352187384,58.62887388182662,70.27689392493598,172.2185090702948,0.8342553378134382,-11.648020043109355
273,S06,English,DECAUCHED,176.1982,176.278,3373.288159768268,3368.8485306702723,1.845677221807845,2.9829888614566498,56.19377026037448,63.45242469070147,176.2506065759637,0.885604774510836,-7.258654430326992
283,S06,English,DELETE,181.0620627355137,181.1282150224782,3995.2220282779735,2025.3294819620044,2.1457678524941857,8.065521115805373,55.7497838651109,68.60314632206354,181.09263605442175,0.8126417934738533,-12.853362456952638
291,S06,English,DITHER,184.5343,184.6041,2124.976880294546,2363.8827138763922,2.520701057303513,8.242989954976823,54.136399006824696,67.85059865205557,184.57170634920635,0.7978765122536559,-13.71419964523087
297,S06,English,DIAGNOSTIC,186.1204,186.34490363625682,2161.4471355271908,2316.203274718519,2.659025194917658,9.98316821080238,52.247741158582215,65.8977752748753,186.32265306122449,0.7928604712472379,-13.650034116293085
310,S06,English,DESKTOP,187.9385,188.04593989387453,1236.750612121724,1910.9285298231116,3.350784934105894,13.921023048336615,57.63804597202059,73.38324236473343,188.02972222222223,0.7854388020298259,-15.745196392712842
319,S06,English,DUAL,190.9939,191.11170642402624,4878.489840200735,3835.555101198574,0.7068296431861875,-0.707224750543006,56.484678544987766,72.47894136793072,191.08530045351475,0.7793253802956368,-15.99426282294295
326,S06,English,DATABASE,197.8058,197.9334853419986,3376.1195622814316,4536.639111502976,1.3618249644997293,0.4633378362379368,51.97140542918171,76.04562120807137,197.9071485260771,0.6834240368289022,-24.07421577888966
336,S06,English,DRIVE,204.1219,204.1917,818.189312751223,1709.007922872621,5.051386588480654,29.72088856749199,58.78962184773188,71.82595194318057,204.14930272108842,0.8185011163407712,-13.03633009544869
343,S06,English,DEAL,205.5727,205.6925,5145.191654606137,4711.726049348669,0.9528194701950471,-0.3856151933782197,47.0615623716358,66.49570469730742,205.6350963718821,0.7077383807850892,-19.434142325671615
349,S06,English,DECLINE,209.7238,209.79600085611173,2736.2517575219235,2830.887004956822,2.385047296851133,6.2763997854659745,52.31550336854927,62.058702797536526,209.76490929705216,0.8430002724875838,-9.743199428987253
358,S06,English,DEEP,214.9095,214.9793,3154.4061944536047,3115.703107451532,1.9608494227511357,4.825745160158404,43.79808008628732,66.44972393673704,214.9318990929705,0.6591160578482606,-22.651643850449723
362,S06,English,DIRECT_CURRENT,221.1017,221.24227973290422,4262.374905971202,3460.3867055857986,0.9355284656299073,0.2755003331494512,55.974534871286934,76.75777817959998,221.2119954648526,0.7292359966480031,-20.783243308313047
377,S06,English,DELIVERY,225.1919,225.2717,2798.028674283814,3741.615288545931,1.383180355417346,0.9608495675572843,46.59982426672225,69.50775107911369,225.22930272108843,0.6704262984092573,-22.907926812391437
387,S06,English,DISK,226.7407,226.8006,2516.6782077397065,2847.1352014409804,2.2679082927490772,5.747306679579701,53.35783608665557,70.30688993121827,226.7731462585034,0.7589275551635967,-16.949053844562698
392,S06,English,DECISION,228.1016,228.1814,973.6203720923952,1571.060558236183,5.328016979401082,37.78805380175967,54.93786396607049,67.91565176273694,228.15900793650792,0.8089131524202359,-12.977787796666455
402,S06,English,DECLARE,231.2262,231.28029649654735,1633.1008758448995,2012.9361311655864,2.802563213976454,11.60947540633863,55.82796258961803,58.97093294096938,231.26324263038552,0.9467030587001651,-3.1429703513513445
410,S06,English,DEADLOCKED,235.9149,236.0845,5557.731134069971,4880.207034326004,0.6503339425859053,-1.0234327990303784,54.507045872486884,78.42627885806843,236.05219387755105,0.6950099719907754,-23.919232985581544
419,S06,English,DECENT,238.0723,238.1721,978.8906670132724,1976.9787406320406,4.455112144692511,22.751085367899243,55.73532340370504,57.077525781904626,238.15469954648526,0.9764845732218983,-1.3422023781995875
428,S06,English,DISABLED,239.4827,239.5226,1135.707932469641,2123.583901671701,3.8109698428321446,17.466357158173793,54.90182616472048,57.92120886910149,239.51015306122449,0.9478708617562759,-3.019382704381009
438,S06,English,DEFRAGMENT,246.3906,246.4604,690.0978619577805,1335.0491249582476,6.467114982869238,55.120740420042466,54.72133575544546,63.42027101659353,246.44299886621314,0.8628366747459649,-8.698935261148073
451,S06,English,DISPLAY,258.6693,258.7491,1409.9856703785433,2326.166370774071,2.8329890384641754,8.85626376643422,54.11917508117313,56.34592041787214,258.72669501133794,0.9604808064153529,-2.226745336699004
460,S06,English,DRAG,262.2017,262.29980124504937,2451.746181662431,2845.152124145337,2.216326679318433,4.844802161825305,53.29975185523821,75.8754361282027,262.2682482993197,0.702463861495049,-22.57568427296448
467,S06,English,DARK,263.8145,263.9673290543981,5796.037718659021,4045.1898358039075,0.2107751901364638,-0.9117873749250611,55.34116151245015,74.79940831248777,263.94090702947847,0.7398609529269623,-19.45824680003762
478,S06,English,DAIRY,265.6511,265.7708,6830.58361989129,5393.396327040102,0.09017870236086939,-1.6013693893577874,49.241019122375306,79.57440944908043,265.7284523809524,0.6188047069816406,-30.33339032670513
484,S06,English,DIFFER,267.036,267.10420929303774,2148.9696121724855,2493.217029231517,2.2731310531281834,6.638155556076107,54.088595167761675,63.16603822727149,267.08261337868475,0.8562923476877058,-9.077443059509818
490,S06,English,DIRECT,272.0629,272.1926,2552.21554006295,3557.1959030793546,2.0762178903745943,3.7717028257300145,52.26986923153862,71.37346604645997,272.16525510204076,0.7323431539322187,-19.103596814921346
499,S06,English,DEBILITATE,274.3229,274.3628,953.8930904084207,1795.684853455526,5.345440002658033,35.45295580151902,58.528462471641916,78.3540897843211,274.34034580498866,0.7469739311980833,-19.825627312679188
511,S06,English,DANGLING,279.7725,279.8423,7354.617483185551,3099.4094874621665,-0.13288263426730496,0.3838106618839179,57.34776276180932,76.21484262875057,279.8048922902495,0.7524487459897475,-18.867079866941253
525,S06,English,DOUBLE,286.9637,287.0761409490023,1571.3355269874655,2478.5057861723285,2.8526840923416303,9.599543300811256,57.55607634321989,81.10806007114478,287.0499206349206,0.7096221546013304,-23.551983727924885
537,S06,English,DEAD_CODE,288.9408,289.0206,3662.315063601958,3465.8358366898156,1.9332679950640836,3.269353832806236,54.41926289445738,80.9121073919043,288.9831916099773,0.6725725561796742,-26.492844497446917
545,S06,English,DECELERATING,298.4253,298.545,2750.2391852457004,3926.0622858942297,1.7828514199607182,2.1596705705136694,53.131922239004325,77.2124676599326,298.5176587301587,0.6881262035687502,-24.080545420928274
558,S06,English,DEAD,302.17438310207126,302.40260849209886,2240.7700277636463,4424.8119042653925,2.2142975265593523,3.1852980478103454,47.93822871658166,79.71242191317631,302.30099206349206,0.6013896901639312,-31.774193196594652
564,S06,English,DOMINATOR,304.0879,304.1577,841.2231866460115,1118.7940379689003,6.974859124693662,74.07444884361861,64.49012545085608,78.4530461000042,304.12030045351474,0.8220219437834247,-13.962920649148117
574,S06,English,DECALCIFIED,307.6442,307.7739,6134.08464684034,4610.16763065977,0.04445030725985363,-1.4111574099636153,51.00505918535401,74.87965566333432,307.7415476190476,0.6811604398219638,-23.87459647798031
586,S06,English,DATA,311.3366,311.4164,8928.416517523203,3394.310938305173,-0.5645428421470389,0.27129139535038194,60.26970600807279,75.04010688761731,311.3739965986395,0.8031665799508363,-14.770400879544525
593,S06,English,DROP,314.5677,314.7174,4457.228491690886,2573.762164010716,1.3024713947794533,3.348578655376798,54.07220850528024,75.66482227837056,314.67005102040815,0.7146281042774251,-21.592613773090328
598,S06,English,DOWN,314.9568,315.0366,3707.4786151768762,4325.1239838582915,1.133792085715802,0.0023188172868544576,53.47623038337964,78.4937359446174,314.9942006802721,0.6812802287957183,-25.017505561237762
604,S06,English,DISCHARGE,319.7602,319.8101,1144.346533561541,1855.7906553218918,3.4630189080152154,16.12240445076447,55.602390256608615,65.37182705909741,319.79264739229023,0.8505558549915235,-9.769436802488798
613,S06,English,DAZZLE,321.6894,321.7393,1548.0157977116455,2007.9419870958666,3.141164766529736,13.436029262771438,61.30489878287133,74.50396932800643,321.71185374149655,0.822840706821596,-13.199070545135108
621,S06,English,DIRECTORY,325.0199,325.0698,581.9988880882454,1229.5001243037648,8.96222526432386,93.37771530924435,66.72329810939638,75.10122417305544,325.0373526077097,0.8884448801479742,-8.37792606365906
632,S06,English,DEACTIVATE,328.5711,328.6509,6126.30091153676,4809.810820699143,0.08652151854999947,-1.4479609532374755,53.48224850906314,60.22698556525296,328.62350907029486,0.8880113790705625,-6.74473705618982
644,S06,English,DUPLEX,332.7175,332.8771,2734.5729540663297,3528.5640710342072,1.7477367878702135,2.704879243349102,55.25863217630614,74.09837443792172,332.85480158730155,0.7457468884503105,-18.839742261615577
654,S06,English,DEFOLIATE,343.7994,343.857166927543,938.6619104712696,1989.2858272276405,4.602907799844155,23.304381745300205,60.53507821687482,78.40992428697892,343.8357879818594,0.7720333716344059,-17.8748460701041
665,S06,English,DOCUMENT,349.4122,349.564538638805,5704.722121640311,4356.277960603246,0.2524138338513691,-1.133447481144975,57.37756127002903,77.65332894122669,349.5333673469388,0.7388937738066099,-20.275767671197663
677,S06,English,DOWNLOAD,361.5285,361.6083,6731.536509562986,4002.391138123922,-0.09627725350125885,-1.005237853771885,58.760308212710335,76.73144066208806,361.5659013605442,0.7657918019743761,-17.971132449377727
685,S06,English,DEFINE,363.1363,363.256,1929.9578367524703,2521.404266451032,2.6826733604364974,8.971218627037558,54.19510716109322,61.56822040851969,363.228656462585,0.8802448211349276,-7.373113247426474
693,S06,English,DISCOVER,365.0477,365.1674,1777.7291474009455,2321.5085551978036,2.603760101585964,9.139629131099484,55.418612790436896,59.68519926355555,365.15005102040817,0.9285151674826714,-4.266586473118657
702,S06,English,DECRYPTION,375.6206,375.6905,2865.8053336661164,3583.4613423382484,1.4226364568569299,1.4812457317712804,56.85084603879798,72.55542946041395,375.65804421768706,0.7835505414493571,-15.704583421615965
714,S06,English,DOCUMENTARIST,392.852,392.9297998666326,1716.577567094388,2750.128252701696,2.7221925509160014,8.08848705225297,56.77071570747529,72.35883661807357,392.89339569161,0.7845719798830386,-15.588120910598278
731,S06,English,DECOUPLE,401.6702,401.75,4824.115199309347,4841.421862415982,0.6027776561439082,-1.0375912557021474,54.305374499934864,56.469036125112524,401.71260204081636,0.961684105597555,-2.16366162517766
740,S06,English,DISPATCH,403.3147,403.3846,1833.9145071530306,2980.565009780055,2.456488259966682,5.923565576899186,54.090425873955056,60.4491002835184,403.36714852607713,0.8948094449753613,-6.358674409563342
749,S06,English,DIGITAL,408.8524,409.0918,4126.71440636558,3498.6730916098268,0.836580376962373,-0.15191502385210764,58.41134370377247,71.02769296807908,409.05959750566893,0.8223742214184461,-12.616349264306614
759,S06,English,DECORATED,410.7564,410.8163,3498.126688425095,3400.2701185045808,1.9349628851942517,3.3570049949189134,53.19578509870081,77.34328658880113,410.7788492063492,0.6877880090811044,-24.147501490100325
770,S06,English,DECISIVE,419.1061,419.1859,1573.9483713789139,3136.0149362062843,2.8701878208114935,7.45359520899494,58.43307083571196,80.67080912947496,419.1584977324264,0.7243397142816319,-22.237738293763
1,S06,Spanish,DUAL,2.0037580576519938,2.0536446789671867,858.1776966453708,1444.4665509709919,4.949909414352583,31.590099361973145,54.366908499062596,66.08453142047945,2.0411961451247165,0.8226873570932881,-11.717622921416854
28,S06,Spanish,DOS,14.769778954072736,14.829642899650967,1256.827130826583,1828.3885329824823,2.8243023810887435,10.575578480518905,62.196313126833694,78.78623004242189,14.8072052154195,0.7894312634751597,-16.589916915588198
40,S06,Spanish,DESINSTALAR,17.23658286769948,17.28646948901467,1174.023034901922,2082.0124747378104,3.4698763412899742,14.482362191323237,53.89172390162961,70.55558344561955,17.2640306122449,0.763819406910106,-16.663859543989936
61,S06,Spanish,DESPEGABLE,24.28810240652531,24.35794367636658,2018.9343488407467,2376.8396382443493,2.4561502486100175,8.39556425180584,59.06657694294968,79.2847067889912,24.330515873015873,0.7449933200881959,-20.21812984604152
85,S06,Spanish,DESLIZAR,28.656096845649227,28.71596079122746,927.8649698422417,1969.1856678131714,4.618640596473934,23.13356986535191,62.85474606457765,75.26767007168087,28.698531746031744,0.8350829247765764,-12.412924007103221
104,S06,Spanish,DESTACAR,35.78410693661713,35.82401623366928,845.6927553114704,1761.4989626811482,4.495697069914416,22.604662025527567,60.66908910030254,75.86483111305688,35.806570294784585,0.7996997846062688,-15.195742012754337
115,S06,Spanish,DIRECCIÓN,37.69227827222005,37.74216489353525,734.9204959256793,1237.9093721531065,5.748354268720089,50.02164811653108,59.01532320264829,64.50897328744948,37.72972222222223,0.9148389781322096,-5.493650084801189
139,S06,Spanish,DESCARGAR,41.431779297942725,41.54152986483615,3322.5015376931474,4238.4911700896855,1.561735675413446,1.104238602710832,59.64530763067066,78.0513481345604,41.5141439909297,0.7641803640321785,-18.40604050388974
180,S06,Spanish,DEBILITAR,47.88477571660958,47.95461698645085,3561.7728276154444,3915.5206916150714,1.5305448441536982,1.506816695802347,49.41367304269994,77.81219736149203,47.9172052154195,0.635037625439864,-28.398524318792084
221,S06,Spanish,DECLARAR,56.71847502525389,56.78831629509516,1616.4114521861452,1920.6711651271671,4.280415273233315,23.161672581927007,59.280432985973384,73.25267169671633,56.76090136054422,0.8092596708473463,-13.97223871074295
240,S06,Spanish,DECIBELIO,62.66158660849154,62.73142787833281,617.5018324436872,1291.0066981962873,6.965353409584923,58.6672158624727,62.18142893943531,74.12389771321466,62.69900793650794,0.8388850405575707,-11.942468773779353
252,S06,Spanish,DISCO,64.83384886655965,64.90369013640093,6231.663712799804,3529.676620646596,-0.5020056771778324,-0.7049694021945339,58.535398136664476,68.57531666970294,64.88627551020409,0.8535928228899572,-10.039918533038467
257,S06,Spanish,DURO,65.27285113413335,65.32273775544854,483.9671290911472,799.3877546043688,13.464958766452698,241.69016004708797,64.97858608142297,71.24002194457744,65.30528911564626,0.9121078897473436,-6.26143586315446
288,S06,Spanish,DOCUMENTO,73.20128329095972,73.26114723653795,611.4229220629893,1249.4393411076508,7.559780413725841,67.4088663024175,65.97662296183367,76.16500998075674,73.23872448979591,0.8662327094620327,-10.188387018923066
300,S06,Spanish,DISEÑO,76.87836435510671,76.96816027347406,1619.898079422798,2029.841814995043,2.6240122539188935,10.280221618284182,53.632226408372404,56.90675620271092,76.95076530612245,0.9424579784046357,-3.2745297943385197
319,S06,Spanish,DEFINIR,82.56541149376542,82.67516206065885,2066.7624592932784,2880.621759370869,2.5438566654176626,6.9471064647772955,53.36597316633183,72.5007235220423,82.65779478458049,0.7360750427560496,-19.13475035571048
371,S06,Spanish,DESCUBRIMIENTO,98.85752966405084,98.897438961103,1227.8613838865979,2028.8391421076285,3.548546038201533,15.731202180503953,62.77990781352983,80.88940783224949,98.87999433106576,0.7761202547523206,-18.109500018719658
400,S06,Spanish,DIGITAL,102.66453850106751,102.73437977090877,6619.31148539194,2441.790378884345,-0.9011722283866272,2.580941718012709,53.877539915442696,61.22331830266336,102.70195578231292,0.8800166572006748,-7.345778387220662
410,S06,Spanish,DEPURAR,114.5039384041652,114.55382502548039,2175.327479677894,2675.616950955108,2.3350655172353028,6.78089344613946,59.40608262414769,80.53011915750709,114.53137755102041,0.7376877526774379,-21.124036533359394
428,S06,Spanish,DENEGACIÓN,120.19152006254298,120.24140668385817,1106.7688778111042,1511.793928827123,3.642965926686582,18.542627987941163,58.73841498958035,74.47093619746617,120.21897392290249,0.7887428034183742,-15.732521207885824
467,S06,Spanish,DESCENTRALIZADA,127.8114503178632,127.86133693917839,512.2975267613374,930.4541517593291,9.264205990352655,111.44751850006806,64.2936896966768,75.4857007223161,127.84388321995466,0.8517333624972158,-11.192011025639303
485,S06,Spanish,DÚPLEX,130.38995102801948,130.43983764933466,1169.2705962267207,1963.591969898821,4.219103874335857,22.499960785318546,58.982488318365576,71.45853649500181,130.42238662131518,0.8254085685408786,-12.476048176636233
504,S06,Spanish,DOBLE,135.42184374708,135.49168501692125,1051.542863468647,1995.0584815848067,5.084122845168811,31.02445365952211,65.39997217810695,80.05997987524114,135.4742573696145,0.816887192327813,-14.66000769713419
543,S06,Spanish,DEMULTIPLEXOR,148.85036454107723,148.91022848665546,478.83501416376527,605.2483996930699,11.633155861071792,207.8711224214216,67.69873067463195,70.01939713145698,148.8827947845805,0.9668568060866315,-2.3206664568250375
570,S06,Spanish,DISTRIBUIDA,157.0695546175702,157.12941856314842,1157.3202178583263,1748.143847134415,3.4684567225483343,18.039912940392327,51.6054906765508,63.22192168395893,157.11197845804992,0.8162594445408082,-11.616431007408131
584,S06,Spanish,DETECTAR,158.910861631953,158.97072557753123,996.0310425028323,1811.4325622324886,3.892667183251203,18.092910175157638,57.55298239841607,74.94487998416614,158.94329365079366,0.7679374816608618,-17.391897585750066
611,S06,Spanish,DESFRAGMENTAR,164.75407062604998,164.79397992310214,1704.936982027495,2506.7407361881906,2.4727652037565,7.264437143831698,56.299723740113464,76.40810056880261,164.77152494331065,0.7368292539796574,-20.108376828689146
704,S06,Spanish,DESMONTABLE,195.92804501756208,195.9779316388773,559.1835695231636,1203.456270734011,8.03698633921996,73.30433382837307,63.90103407776867,71.84754248306137,195.95548185941044,0.8893976310022551,-7.946508405292704
729,S06,Spanish,DECORO,201.08809727887405,201.20782517003053,568.365013004379,1393.8896821858832,7.883765517735396,65.6033722201792,59.83092400421611,73.4458863353107,201.12545918367348,0.8146259374019031,-13.614962331094596
760,S06,Spanish,DESAYUNAR,211.34573075555693,211.3856400526091,908.31313261272,1452.3959777237465,5.003272883525607,34.92772757036544,59.0962758646128,71.41482694752081,211.36818027210884,0.8275070932824594,-12.318551082908009
790,S06,Spanish,DESTELLAR,217.616086928347,217.66597354966217,669.6846176434908,1204.7247366472752,5.8184430377886125,43.05103981104961,60.75908992868069,71.22453507369272,217.65353174603175,0.85306404409402,-10.465445145012033
810,S06,Spanish,DESACTIVAR,223.45374719841058,223.49365649546274,625.0849445848306,1271.6871001518455,5.774281748262529,39.03279903466606,62.31227532123952,70.69765607367485,223.4812074829932,0.8813909651587766,-8.385380752435331
843,S06,Spanish,DINÁMICO,234.4236228986797,234.4735095199949,3231.3600559461115,3394.2349693085853,1.7831541732235419,2.5492010051756138,56.79612225815673,61.846395889035875,234.45606009070295,0.9183416663447892,-5.050273630879147
873,S06,Spanish,DESCODIFICADOR,244.3937925469714,244.44367916828662,1064.406878819664,1587.8369731047796,4.144275192507493,24.762653938168306,62.01325510223867,80.37120087611066,244.42624149659864,0.7715855234990192,-18.35794577387199
